0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:57 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:57 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:36:59 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:00 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:03 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:03 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:03 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:03 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:03 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:07 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:07 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:07 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:07 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:07 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:07 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:07 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:07 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:07 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:07 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:07 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:07 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:08 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:08 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:08 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:08 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:08 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:08 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:08 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:08 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:08 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:08 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:08 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:08 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:11 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:11 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:11 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:31 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:37:31 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:13 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:14 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:14 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:14 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:15 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:15 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:15 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:15 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:16 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:16 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:16 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:17 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:17 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:17 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:17 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:17 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:17 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:17 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:17 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:17 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:17 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:17 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:18 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:18 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:18 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:18 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:18 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:18 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:18 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:18 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:18 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:18 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:18 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:18 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:19 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:19 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:19 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:19 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:19 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:19 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:19 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:19 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:19 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:19 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:55 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:41:56 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:45 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:45 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:48 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:48 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:48 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:48 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:48 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:53 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:53 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:53 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:53 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:42:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:44:35 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:44:36 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:44:37 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:44:37 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:44:37 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:44:37 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:44:37 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:44:37 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:44:38 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:53 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:53 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:53 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:45:53 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
