0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:21:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:21:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:22:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:22:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:22:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:22:11 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:22:11 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:22:12 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:22:12 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:22:12 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:22:12 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:22:14 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:22:14 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:22:14 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:22:14 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:22:15 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:22:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:22:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:46 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:47 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:48 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:48 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:48 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:57 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:57 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:58 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:58 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:58 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:58 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:58 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:59 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:59 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:59 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:24:59 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:00 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:00 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:00 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:00 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:00 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:00 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:00 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:00 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:00 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:00 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:00 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:00 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:01 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:02 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:03 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:04 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:05 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:25:08 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:27:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:27:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:27:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:27:11 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:06 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:07 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:07 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:08 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:08 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:09 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:10 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:11 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:11 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:11 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:11 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:12 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:12 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:12 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:13 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:19 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:45 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:46 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:47 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:47 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:47 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:48 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:48 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:48 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:48 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:48 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:48 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:49 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:50 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:51 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:52 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:53 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:53 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:53 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:53 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:53 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:54 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:55 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:55 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:55 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:55 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:55 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:56 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:56 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:56 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:56 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:56 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:56 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
0:0:0:0:0:0:0:1 - - [08/Dec/2017:19:33:57 -0800] "GET /rest/patient_system/test/12345 HTTP/1.1" 200 9
